accountsreceivableall,accountsreceivablecollections,accountsreceivableguest,accountsreceivableinsurance,accountsreceivablepatient,arcaptureratebybilling,arcaptureratebybillingdenominator,arcaptureratebybillingnumerator,arcaptureratebyorder,arcaptureratebyorderdenominator,arcaptureratebyordernumerator,contactlenscapturerate,contactlenscaptureratedenominator,contactlenscaptureratenumerator,contactlenssales,eyeglasscaptureratebybilling,eyeglasscaptureratebybillingdenominator,eyeglasscaptureratebybillingnumerator,eyeglasscaptureratebyorder,eyeglasscaptureratebyorderdenominator,eyeglasscaptureratebyordernumerator,medicalmanagementratio,medicalmanagementratiodenominator,medicalmanagementrationumerator,newpatientpercentage,newpatientpercentagedenominator,newpatientpercentagenumerator,patientage0to9,patientage100to109,patientage10to19,patientage110to119,patientage20to29,patientage30to39,patientage40to49,patientage50to59,patientage60to69,patientage70to79,patientage80to89,patientage90to99,patientgenderfemale,patientgendermale,patientgenderunknown,productionbooked,productionbookeddenominator,productionbookednumerator,productioncompleted,productioncompleteddenominator,productioncompletednumerator,ratio9921x,ratio9921xdenominator,ratio9921xnumerator,receiptsbyproviderall,receiptsbyprovidercollections,receiptsbyproviderguest,receiptsbyproviderinsurance,receiptsbyproviderpatient,salesbyproviderall,salesbyproviderguest,salesbyproviderinsurance,salesbyproviderpatient
107520.29,3364.09,0,92035.16,12121.04,0.291242363,982,286,0.301775148,1014,306,0.595555556,225,134,26019.91,0.637272727,1100,701,0.637272727,1100,701,0.572676728,1259,721,0.282304527,1215,343,144,0,366,0,178,141,191,247,213,101,32,7,979,641,0,0.901960784,51,46,0.784313725,51,40,1.467532468,77,113,286131.19,143.35,12,148336.99,137638.85,287364.18,12,224491.02,61425.16
99537.72,0,0,92032.3,7505.42,0.463432295,1381,640,0.466575716,1466,684,0.464114833,209,97,42876.16,0.601547389,1034,622,0.606382979,1034,627,0.122885129,1123,138,0.63538206,1204,765,163,0,369,0,255,236,217,290,122,51,8,0,911,800,0,0.863361548,1654,1428,0.778113664,1654,1287,0,0,0,473454.38,0,0,206301.37,267153.01,505082.6,0,381157.57,123925.03
115533.64,0,0,92024.89,23508.75,0.733193277,476,349,0.734225621,523,384,0.710382514,183,130,32566.28,0.467625899,417,195,0.470023981,417,196,0.50990099,404,206,0.291571754,439,128,22,0,112,8,106,182,155,133,63,12,0,0,451,336,10,0.907407407,540,490,0.814814815,540,440,0,0,0,200454.73,0,0,60132.09,140322.64,164086.64,0,102687.83,61398.81
100054.26,0,0,92023.51,8030.75,0.498659517,373,186,0.497354497,378,188,0.744897959,196,146,93876.99,0.45553539,551,251,0.453720508,551,250,0,494,0,0.259067358,579,150,35,0,147,0,101,59,93,113,70,32,8,3,401,260,0,0.646349206,1575,1018,0.47047619,1575,741,0,0,0,229507,0,0,108765.94,120741.06,258606.63,0,188785.51,69821.12
119259.09,631.7,0,92004.19,26623.2,0.5,6,3,0.428571429,35,15,0.140625,64,9,69379.4,0.052287582,153,8,0.098039216,153,15,0.825641026,195,161,0.295553618,1147,339,49,3,205,0,197,176,245,327,255,138,72,14,995,686,0,0.564352574,2564,1447,0.525351014,2564,1347,1.471698113,53,78,391973.8,0,0,122380.62,269593.18,381801.05,0,209761.92,171712.13
96439.04,0,0,91949.45,4489.59,0.754662841,697,526,0.755364807,699,528,0.829694323,229,190,64311.3,0.683615819,708,484,0.683615819,708,484,0.327402135,843,276,0.256292906,874,224,33,0,135,1,128,121,166,214,173,84,28,1,663,421,0,0.060606061,33,2,0.060606061,33,2,0.235294118,85,20,279176.25,0,0,87860.64,191315.61,246029.1,0,145865.24,100163.86
113653.17,0,0,91934.1,21719.07,0.721387283,865,624,0.730932203,944,690,0.831485588,451,375,68854.83,0.395330739,1285,508,0.395330739,1285,508,0.26070901,1354,353,0.215909091,1496,323,56,0,224,0,241,212,248,362,366,177,91,15,1195,797,0,0.834407536,2017,1683,0.803668815,2017,1621,0.051948052,77,4,383394.36,0,0,106388.06,277006.3,403509.59,0,227845.62,175663.97
115452.75,7875.15,0,91929.59,15648.01,0.790697674,86,68,0.788888889,90,71,0.490196078,51,25,5183.5,0.19047619,210,40,0.195238095,210,41,0.731092437,595,435,0.26642984,563,150,8,1,36,0,30,47,66,102,176,130,54,10,378,282,0,0.95,40,38,0.775,40,31,2.734042553,94,257,132028.76,0,0,80687.37,51341.39,122566.82,0,83251.22,39315.6
103771.38,0,0,91916.18,11855.2,0.561643836,73,41,0.540229885,87,47,0.613333333,75,46,11611.98,0.104700855,468,49,0.104700855,468,49,0.669902913,309,207,0.073446328,354,26,44,1,100,2,64,102,107,141,164,136,74,16,551,397,3,0.363471971,553,201,0.318264014,553,176,3.724137931,29,108,26149.81,0,0,2937.92,23211.89,129921.19,0,106213.56,23707.63
116137.03,3758.44,0,91899.7,20478.89,0.22247191,445,99,0.213530655,473,101,0.826086957,138,114,24528.6,0.420792079,606,255,0.424092409,606,257,0.488921713,677,331,0.213406293,731,156,68,0,162,0,87,77,121,155,182,147,57,7,638,426,0,0.722947761,1072,775,0.666977612,1072,715,0,21,0,157051.75,0,0,77574.59,79477.16,164015.97,0,111368.39,52647.58
111992.88,2648.66,0,91898.97,17445.25,0.447791165,498,223,0.446850394,508,227,0.649253731,268,174,54079.11,0.335680751,852,286,0.335680751,852,286,0.316696915,1102,349,0.126164268,1181,149,184,0,213,0,123,151,206,195,308,176,46,10,973,642,0,0.569108761,2648,1507,0.456193353,2648,1208,0.024590164,122,3,279841.78,44.69,0,105161.33,174635.76,293238.08,0,206738.94,86015.52
125191.8,0,0,91888.82,33302.98,0.727272727,154,112,0.710691824,159,113,0.833333333,114,95,29333.85,0.36329588,267,97,0.36329588,267,97,0.243589744,312,76,0.222560976,328,73,12,0,73,2,49,48,64,95,97,36,13,1,290,198,4,0,2,0,0,2,0,0.236842105,38,9,78404.47,0,0,24205.19,54199.28,124418.05,0,103962.61,20455.44
145866.17,0,0,91872.31,53993.86,0.562724014,1116,628,0.565517241,1160,656,0.766743649,433,332,81829.33,0.582202112,1326,772,0.583710407,1326,774,0.231434751,1387,321,0.349640288,1390,486,80,0,314,0,227,220,298,326,226,120,38,6,1139,716,0,0.815826331,1428,1165,0.777310924,1428,1110,0,50,0,409508.49,0,0,115432.13,294076.36,422209.74,0,258133.8,164075.94
114311.05,6456.47,0,91861.45,15993.13,0.328833173,1037,341,0.340465116,1075,366,0.614718615,231,142,26300.33,0.614820847,1228,755,0.615635179,1228,756,0.646611342,1446,935,0.236918605,1376,326,219,0,371,0,169,168,198,263,228,87,36,9,1068,680,0,0.337877573,3741,1264,0.300721732,3741,1125,2.8,80,224,334255.24,470.99,0,189179.84,144604.41,315999.39,0,257094.81,57218.12
127303.36,0,0,91845.92,35457.44,0.542056075,321,174,0.53125,384,204,0.548387097,186,102,40128.26,0.633663366,303,192,0.643564356,303,195,0.58632287,892,523,0.149774775,888,133,64,1,136,0,109,84,120,185,217,170,51,7,696,447,4,0.398184912,1763,702,0.322178106,1763,568,0.727272727,165,120,219020.83,0,0,59926.46,159094.37,325615.31,0,174795.91,150819.4
139395.6,0,0,91845.46,47550.14,0.330206379,533,176,0.32513181,569,185,0.672268908,238,160,38930.39,0.270657673,1186,321,0.272344013,1186,323,0.602888087,1662,1002,0.149797571,1482,222,42,3,152,0,151,123,220,296,418,355,133,36,1157,771,1,0.913203577,1901,1736,0.798001052,1901,1517,0.325443787,169,55,378574.83,0,0,177439.36,201135.47,372406.93,0,162251.08,210155.85
119539.77,4721.41,0,91817.21,23001.15,0.211570248,605,128,0.186397985,794,148,0.558441558,154,86,18164.93,0.579005525,905,524,0.680662983,905,616,0.691056911,1107,765,0.302347418,1065,322,144,0,348,0,185,189,228,242,168,73,20,3,985,616,0,0.860613811,782,673,0.675191816,782,528,2.189781022,137,300,181745.23,299.06,0,96263.49,85182.68,140514.11,-6,75981.5,62811.81
137508.37,2828.51,0,91753.24,42926.62,0.593423019,669,397,0.587583149,902,530,0.821705426,258,212,42917.74,0.380111524,1076,409,0.38197026,1076,411,0.449854651,1376,619,0.106307583,1411,150,105,1,185,0,188,203,181,262,339,242,113,28,973,878,0,0.620356612,2692,1670,0.580980684,2692,1564,0.109589041,219,24,481587.1,539.74,374.73,174491.92,306180.71,461920.58,374.73,278170.52,182808.58
104013.77,0,0,91696.96,12316.81,0.412935323,402,166,0.414117647,425,176,0.874493927,247,216,43756.03,0.446945338,622,278,0.448553055,622,279,0.211286089,762,161,0.262953368,772,203,24,0,192,0,132,132,207,162,142,52,24,4,633,438,2,0.438178996,1933,847,0.403517848,1933,780,0,5,0,257086.36,0,0,111903.81,145182.55,184626.53,0,94537.66,90088.87
98479.91,0,0,91682.65,6797.26,0.825316456,395,326,0.824894515,474,391,0.528700906,331,175,66922.6,0.326027397,730,238,0.345205479,730,252,0.166666667,852,142,0.273552781,881,241,52,0,245,1,98,123,313,199,79,46,5,2,700,464,0,0.721003135,1276,920,0.6669279,1276,851,3.260869565,23,75,316380.43,0,0,60193.53,256186.9,374942.52,0,188224.9,186717.62
106583.81,0,0,91681.89,14901.92,0.877995643,459,403,0.88952381,525,467,0.090909091,253,23,59394.33,0.282608696,644,182,0.290372671,644,187,0.376262626,792,298,0.22946545,767,176,8,0,55,5,141,362,273,167,131,42,5,1,651,539,0,0.790633609,1089,861,0.736455464,1089,802,0.23255814,129,30,373438.6,0,118,119154.53,254166.07,366405.1,118,216686.52,149600.58
134903.06,5338.7,0,91636.05,37928.31,0.519337017,724,376,0.522309711,762,398,0.55033557,298,164,67160.17,0.459295261,823,378,0.461725395,823,380,0.457482993,1176,538,0.205655527,1167,240,103,1,186,1,193,194,143,227,271,225,148,40,1041,695,0,0.792247123,1651,1308,0.749848577,1651,1238,0.235294118,119,28,443378.26,59.15,456.01,174749.81,268113.29,458639.76,456.01,235696.06,222702.26
103996.32,0,0,91631.37,12364.95,0.270491803,488,132,0.281007752,516,145,0.863157895,95,82,26093.69,0.696897375,419,292,0.69928401,419,293,0.469805527,977,459,0.173728814,944,164,151,0,219,0,109,123,136,138,194,151,80,20,754,565,2,0.852459016,1159,988,0.741156169,1159,859,1.222222222,72,88,169228.1,0,0,79974.7,89253.4,224338.47,0,158197.69,66140.78
111856.92,10200.33,0,91622.57,10034.02,0,2,0,0,2,0,0,134,0,24876,0,680,0,0,680,0,0.294835681,1065,314,0.258834766,1047,271,78,0,236,0,193,156,175,175,154,117,33,18,772,563,0,0.730769231,858,627,0.663170163,858,569,0.055555556,18,1,203677.82,0,0,105629.04,98048.78,217810.26,0,119204.78,98640.98
119387.06,4323.23,0,91614.47,23449.36,0.415605096,628,261,0.414523449,661,274,0.603846154,260,157,34823,0.386235955,712,275,0.386235955,712,275,0.32239819,884,285,0.100187266,1068,107,69,2,186,1,99,153,149,198,307,158,63,13,806,592,0,0.827854671,1156,957,0.791522491,1156,915,0.5,88,44,329378.6,397.28,0,128978.72,200002.6,331448.61,0,213735.29,117697.17
126889.95,17338.02,0,91569.21,17982.72,0.66796875,512,342,0.65583174,523,343,0.751824818,274,206,70993.08,0.497803807,683,340,0.499267936,683,341,0.386138614,909,351,0.313929314,962,302,67,0,160,0,203,179,150,170,181,103,48,12,715,558,0,0.898190045,884,794,0.842760181,884,745,0.863636364,88,76,344861.14,14.37,0,115228.66,229618.11,331199.1,0,170888.63,159646.41
120946.96,3795.63,0,91484.23,25667.1,0.772900763,524,405,0.77673546,533,414,0.594982079,558,332,107422.04,0.330949949,979,324,0.33299285,979,326,0.262541806,1196,314,0.228070175,1197,273,52,0,261,1,261,345,329,322,202,51,8,1,1124,713,0,0.334807173,4071,1363,0.306312945,4071,1247,0,3,0,435914.4,0,0,119091.81,316822.59,398914.81,0,146934.87,252039.74
101225.93,0,0,91478.82,9747.11,0.666666667,6,4,0.454545455,11,5,0.292134831,89,26,15819,0.049751244,201,10,0.049751244,201,10,0.149253731,201,30,0.969162996,227,220,28,0,25,0,58,73,34,44,11,11,4,1,176,116,0,0.407749077,542,221,0.385608856,542,209,0,5,0,49236.42,0,0,2461.77,46774.65,94956.28,0,1928.91,93027.37
119868.49,0,0,91458.38,28410.11,0.738170347,634,468,0.745148771,773,576,0.665289256,484,322,112459.4,0.384221311,976,375,0.397540984,976,388,0.111111111,1215,135,0.330120482,1245,411,203,0,391,1,216,138,282,324,179,41,4,1,1032,748,0,0.666666667,2166,1444,0.635272392,2166,1376,0.035714286,28,1,441720.6,0,0,81952.09,359768.51,439583.28,0,246302.78,193280.5
95072.5,0,0,91451.19,3621.31,0.872611465,471,411,0.870103093,485,422,0.681034483,232,158,49214.41,0.448467967,718,322,0.451253482,718,324,0.076732673,808,62,0.163120567,846,138,39,0,157,0,135,97,199,276,126,33,8,3,616,457,0,0.921568627,918,846,0.903050109,918,829,0.444444444,27,12,225523.752,0,0,82412.712,143111.04,255834.95,0,198943.15,56891.8
149710.3,0,0,91437.13,58273.17,0.317697228,469,149,0.311983471,484,151,0.488,250,122,46293.02,0.235588972,1197,282,0.238095238,1197,285,0.5625,1792,1008,0.135118306,1606,217,48,3,160,0,155,138,222,323,423,371,125,27,1196,799,0,0.877099912,2262,1984,0.75331565,2262,1704,0.232804233,189,44,385801.89,0,0,187492.8,198309.09,390264.01,0,228664.31,161599.7
94617.36,0,0,91427.18,3190.18,0.308823529,68,21,0.3,70,21,0.685185185,54,37,9984.79,0.464285714,140,65,0.464285714,140,65,0.781481481,270,211,0.701570681,191,134,14,0,27,0,19,31,54,31,31,10,2,1,137,81,2,0.309455587,1047,324,0.274116523,1047,287,0,104,0,60176.52,0,0,33786.42,26390.1,58389.45,0,46205.74,12183.71
105127.31,0,601.84,91366.15,13159.32,0.863930886,463,400,0.857142857,476,408,0.803921569,357,287,112639.93,0.277945619,662,184,0.279456193,662,185,0.229954614,661,152,0.519607843,714,371,6,0,14,5,326,408,175,113,59,7,5,0,593,528,0,0.873222749,844,737,0.818720379,844,691,0,0,0,395081.21,0,989.55,86397.88,307693.78,365797,1457.55,173735.41,190604.04
170044.94,400.99,0,91355.93,78288.02,0.345882353,850,294,0.341324201,876,299,0.640601504,665,426,110935.97,0.367956551,1473,542,0.370672098,1473,546,0.522486772,2268,1185,0.219335347,1655,363,65,0,401,0,359,234,396,673,543,295,96,16,1866,1213,0,0.521622227,4463,2328,0.366121443,4463,1634,0,129,0,561680.76,0,2,222249.26,339429.5,513552.4,2,308420.41,205064
98160.64,0,0,91339.84,6820.8,0.859375,192,165,0.853658537,205,175,0.78021978,91,71,19202.4,0.478599222,257,123,0.478599222,257,123,0.355140187,321,114,0.795986622,299,238,28,0,64,0,59,90,62,58,25,11,0,0,236,161,0,0.450847458,590,266,0.427118644,590,252,0.090909091,44,4,101072.23,0,0,21656.75,79415.48,120345.72,0,90955.55,29390.17
97533.23,0,0,91321.64,6211.59,0.393767705,353,139,0.393767705,353,139,0,51,0,50958.77,0.220149254,268,59,0.220149254,268,59,0.160944206,466,75,0.191411043,815,156,16,0,96,0,104,112,104,195,247,97,33,11,617,388,12,0.576592083,1743,1005,0.545037292,1743,950,0,26,0,233487.91,0,0,92799.24,140688.67,228062.18,0,179669.97,48392.21
99372.09,0,429.4,91263.7,7678.99,0.147368421,95,14,0.144230769,104,15,0.3,10,3,570,0.740384615,104,77,0.75,104,78,0,133,0,1,153,153,70,0,44,0,26,13,12,8,6,1,1,0,111,70,0,0.386965377,491,190,0.242362525,491,119,0,0,0,5316.13,0,172.8,0,5143.33,36983.22,602.2,33240,3141.02
106838.4,0,391.98,91260.2,15186.22,0,1,0,0,1,0,0,204,0,34460.34,0,570,0,0,570,0,0.245421245,273,67,0.888529887,619,550,28,0,97,0,56,85,111,135,161,77,24,6,456,324,0,0.875,16,14,0.8125,16,13,0,10,0,168385.03,0,196.7,43262.55,124925.78,148974.28,196.7,73662.06,75115.52
99195.28,790.42,0,91199.43,7205.43,0.63496144,389,247,0.632098765,405,256,0.804123711,291,234,76155.51,0.447289157,664,297,0.447289157,664,297,0.490729295,809,397,0.181818182,814,148,40,0,153,0,132,147,189,192,96,40,7,1,585,412,0,0.783182193,1213,950,0.756801319,1213,918,0.095238095,42,4,244600.86,0,0,79970.52,164630.34,254243.44,0,121404.33,132803.11
95162.52,0,0,91166.12,3996.4,0.656565657,198,130,0.655813953,215,141,0.757575758,99,75,19544.15,0.492805755,278,137,0.5,278,139,0.292899408,338,99,0.810725552,317,257,24,0,59,0,47,98,92,59,21,5,2,0,249,158,0,0.470491803,610,287,0.445901639,610,272,0.042553191,47,2,98278.02,0,25,20848.08,77404.94,126853.48,25,113254.23,13574.25
115645.27,4120,0,91144.21,20381.06,0.686893204,412,283,0.68202765,434,296,0.837370242,289,242,128060.75,0.29616307,834,247,0.29616307,834,247,0.468823994,1267,594,0.199661591,1182,236,122,0,200,0,131,155,211,267,242,132,45,12,933,581,3,0.802151823,1673,1342,0.760908548,1673,1273,0.277992278,259,72,347637.45,359.88,0,108363.26,238914.31,345744.77,0,255295.98,90039.38
94959.1,0,4,91113.45,3841.65,0.621993127,291,181,0.62585034,294,184,0.75,112,84,22781.62,0.537396122,361,194,0.537396122,361,194,0.119592875,393,47,0.726161369,409,297,24,0,50,0,122,130,97,71,24,3,0,0,313,209,0,0.037037037,27,1,0.037037037,27,1,0,8,0,136822.91,0,189,40613.13,96020.78,134483.26,189,81131.06,53163.2
100987.73,0,10,91105.83,9871.9,0.793594306,281,223,0.793706294,286,227,0.622727273,220,137,35574.5,0.390295359,474,185,0.390295359,474,185,0.034836066,488,17,0.987829615,493,487,3,0,12,0,201,242,76,36,18,8,0,1,353,244,0,1,171,171,0.923976608,171,158,0,6,0,170883.6,0,363,22791.95,147728.65,215518.9,373,127259.1,87886.8
119053.03,9925.05,0,91075.47,18052.51,0.359872611,628,226,0.364457831,664,242,0.674242424,528,356,78492.55,0.324522761,1362,442,0.328193833,1362,447,0.433772756,1593,691,0.146919431,1688,248,160,0,420,0,242,192,275,351,289,144,36,12,1207,916,0,0.576307364,2811,1620,0.532906439,2811,1498,0.322981366,161,52,396881.04,419.56,0,162867.21,233594.27,365697.2,0,240651.56,123359.1
97382.9,0,0,91074.9,6308,0.602910603,481,290,0.616570328,519,320,0.480651731,491,236,65964.86,0.233985165,1483,347,0.236008092,1483,350,0.266324285,1363,363,0.132624113,1410,187,68,0,308,0,216,240,293,365,274,129,50,9,1092,858,4,0.803978935,1709,1374,0.720304272,1709,1231,0.028571429,105,3,256445.89,0,0,94031.83,162414.06,352413.37,0,266607.64,85805.73
121043.08,11901.59,103.3,91064.94,17973.25,0.774319066,257,199,0.763157895,266,203,0.481481481,108,52,19157,0.330296128,439,145,0.330296128,439,145,0.260344828,580,151,0.370883882,577,214,60,0,84,1,93,127,106,134,90,36,16,2,446,303,0,0.601260126,1111,668,0.528352835,1111,587,2.076923077,26,54,182001.44,35,97,77751.03,104118.41,213506.12,124.5,147015.1,66266.52
115662.96,1947.69,0,91060.49,22654.78,0.645276292,561,362,0.651315789,608,396,0.714932127,221,158,35056.2,0.408882083,653,267,0.408882083,653,267,0.448818898,889,399,0.168295331,921,155,69,0,202,1,108,112,151,196,247,120,38,7,722,529,1,0.887630662,1148,1019,0.862369338,1148,990,0.612244898,98,60,258915.05,60.9,0,77211.96,181642.19,262652.48,0,149407.94,112987.78
116725.61,5131.27,0,91011.5,20582.84,0.680365297,219,149,0.666666667,261,174,0.181818182,33,6,10289.92,0.295597484,318,94,0.333333333,318,106,0.950592885,506,481,0.075098814,506,38,3,1,23,0,22,24,33,80,193,214,75,12,408,272,1,0.92722372,371,344,0.867924528,371,322,0.201754386,114,23,185368.56,123.64,0,60946.84,124298.08,168673.02,0,57902.28,110770.74
92315.17,0,0,91004.37,1310.8,0.194444444,216,42,0.186666667,225,42,0.52293578,109,57,12044.5,0.322695035,282,91,0.322695035,282,91,0.443298969,388,172,0.123188406,414,51,34,0,92,0,53,36,64,93,80,54,20,4,330,199,1,0.317587209,1376,437,0.219476744,1376,302,1.888888889,9,17,43515.68,0,0,45.68,43470,135830.85,0,108562.87,27267.98
123355.33,6352.86,0,90982.12,26020.35,0.6886121,562,387,0.704374057,663,467,0.629120879,364,229,62121.38,0.301065719,1126,339,0.305506217,1126,344,0.35791757,1383,495,0.154526889,1469,227,50,2,215,0,177,165,240,339,278,253,144,50,1101,812,1,0.412194565,4379,1805,0.384562686,4379,1684,1.958333333,144,282,382586.82,77,25.6,127978.91,254505.31,380220.55,25.6,216722.53,163179.77
95784.14,0,0,90975.78,4808.36,0.708978328,323,229,0.7,350,245,0.5,200,100,39118.84,0.349609375,512,179,0.36328125,512,186,0.237076649,561,133,0.627311522,703,441,83,0,107,1,108,145,129,137,121,31,11,1,479,395,0,0.389247312,1860,724,0.368817204,1860,686,0,41,0,185229.04,0,0,57114.35,128114.69,187081.4,0,131340.43,55740.97
99970.14,0,0,90959.73,9010.41,0.604060914,197,119,0.600649351,308,185,0.017167382,233,4,34301,0.205128205,507,104,0.270216963,507,137,0.230769231,546,126,0.36173913,575,208,25,0,76,0,68,57,94,149,122,107,37,12,468,280,0,0.177083333,768,136,0.170572917,768,131,1.956521739,23,45,217737.05,0,0,45435.85,172301.2,240009.4,0,105512.84,134496.56
105679.87,0,0,90836.03,14843.84,0.21761658,193,42,0.215384615,195,42,0.150537634,279,42,8378,0.168224299,642,108,0.168224299,642,108,0.108469539,673,73,0.405247813,686,278,25,0,144,7,158,138,130,122,66,24,3,0,469,340,8,0.286044719,1297,371,0.253662298,1297,329,0.75862069,29,22,95217.88,0,0,43375.83,51842.05,112059.26,0,63586.5,48472.76
119823.83,0,874.08,90766.02,28183.73,0.941176471,17,16,0.80952381,21,17,0.280701754,228,64,76644.42,0.08365019,263,22,0.087452471,263,23,0.48199446,361,174,0.212435233,386,82,10,1,79,0,61,90,75,105,74,24,9,2,312,218,0,0.802513465,557,447,0.770197487,557,429,0.761904762,42,32,173708.71,0,106.09,74151.3,99451.32,158782.42,16.09,115644.56,43121.77
103535.74,0,10.3,90738.21,12787.23,0.227,1000,227,0.228219697,1056,241,0.444954128,218,97,47093.95,0.558201058,1134,633,0.559964727,1134,635,0.429056348,1473,632,0.393288591,1490,586,114,1,311,0,241,284,283,299,250,128,30,0,1101,839,1,0.591309131,1818,1075,0.50330033,1818,915,0.024096386,83,2,355426.23,0,0,183414.95,172011.28,338367.25,0,236280.25,102087
151353.82,0,0,90710.51,60643.31,0.419191919,198,83,0.410891089,202,83,0,193,0,25445.82,0.240549828,582,140,0.240549828,582,140,0.749038462,1040,779,0.521651561,993,518,49,0,112,0,138,121,190,280,279,133,57,9,798,570,0,0.896142433,337,302,0.753709199,337,254,0.40625,32,13,203465.11,0,0,123999.4,79465.71,128273.69,0,66109.16,62164.53
121181.14,22684.86,0,90704,7792.28,0.445807771,489,218,0.448,500,224,0.626865672,201,126,40245.49,0.45112782,665,300,0.45112782,665,300,0.418533605,982,411,0.235106383,940,221,174,0,299,0,107,106,147,150,152,105,48,4,767,524,1,0.780812791,1501,1172,0.709526982,1501,1065,3.75,24,90,263214.26,945.65,0,109258.34,153010.27,274258.25,0,180722.57,93020.12
102269.71,1892.79,0,90699.51,9677.41,0.65497076,342,224,0.658402204,363,239,0.530035336,283,150,41116.92,0.230681818,880,203,0.232954545,880,205,0.326,1000,326,0.566473988,1038,588,68,1,192,1,155,228,205,208,137,56,22,6,729,550,0,0.734134937,1497,1099,0.651970608,1497,976,0.857142857,49,42,234657.27,0,10,88263.4,146383.87,212881.54,10,125095.72,87775.82
109974.74,0,0,90651.94,19322.8,0.804878049,451,363,0.790224033,491,388,0.747826087,460,344,112312.35,0.280645161,930,261,0.283870968,930,264,0.272972973,1110,303,0.113777778,1125,128,55,0,310,0,242,130,274,376,187,72,15,1,970,692,0,0.898751734,1442,1296,0.789875173,1442,1139,0.044585987,157,7,335445,0,0,95544.22,239900.78,299226.53,0,166882.39,132344.14
101110.33,0,0,90523.18,10587.15,0.228519196,547,125,0.228519196,547,125,0.74863388,183,137,49715.72,0.597315436,596,356,0.597315436,596,356,0.006589786,607,4,0.298887122,629,188,19,0,64,0,75,109,124,175,130,41,16,7,414,345,1,0.701284797,934,655,0.687366167,934,642,0.5,2,1,257203.86,0,0,64024.44,193179.42,265178.2,0,136717.81,128460.39
118088.12,0,0,90508.34,27579.78,0.184842884,541,100,0.1884273,674,127,0.721068249,337,243,81215.6,0.384615385,1105,425,0.412669683,1105,456,0.381047051,1509,575,0.124495289,1486,185,101,5,305,2,201,188,218,292,347,217,144,39,1198,862,2,0.539488745,2621,1414,0.526135063,2621,1379,0.465686275,204,95,359084.664,0,0,120900.084,238184.58,360667.26,0,214191.04,146476.22
138161.94,0,0,90445.28,47716.66,0.338297872,470,159,0.342574257,505,173,0.65448505,301,197,38280.45,0.431540342,818,353,0.431540342,818,353,0.475128645,1166,554,0.121471343,1169,142,90,1,218,0,195,140,201,205,247,195,104,14,999,611,0,0.855500821,1827,1563,0.726327313,1827,1327,0.339285714,56,19,243406.25,0,0,113957.82,129448.43,239638.37,0,181022.65,58615.72
166969.42,0,0,90428,76541.42,0,0,0,0,2,0,0,286,0,2326,0,927,0,0,927,0,0.002320186,431,1,0.905092593,432,391,93,0,313,5,190,149,121,118,69,21,9,2,662,429,0,0,45,0,0,45,0,0,0,0,73983.05,0,0,0,73983.05,91587.66,0,5516.86,86070.8
118216.92,3489.62,0,90424.13,24303.17,0.410024155,1656,679,0.413232104,1844,762,0.745714286,350,261,91027.27,0.51489573,2014,1037,0.523833168,2014,1055,0.396845164,2409,956,0.227662179,2451,558,118,0,404,2,355,332,411,580,560,358,155,40,1985,1330,0,0.810598626,3057,2478,0.763820739,3057,2335,0.255813953,172,44,724372.3,26.58,20.38,216461.8,507863.54,718937.44,20.38,239467.84,479318.74
105058.05,0,10.3,90416.66,14631.09,0.190526316,950,181,0.2,1010,202,0.554054054,222,123,48682.28,0.549360146,1094,601,0.550274223,1094,602,0.378065395,1468,555,0.293379791,1435,421,92,0,289,0,257,265,267,340,241,134,27,5,1130,787,0,0.820189274,1585,1300,0.667507886,1585,1058,0.117647059,85,10,339610.02,0,787.12,169474.39,169348.51,336871.41,787.12,225328.88,110755.41
111108.83,3946.63,0,90403.5,16758.7,0.811659193,446,362,0.756487026,501,379,0.803418803,234,188,87819.45,0.408839779,543,222,0.4106814,543,223,0.428726877,919,394,0.222627737,822,183,39,0,123,0,109,114,175,258,163,69,16,7,618,455,0,0.626256653,1691,1059,0.602602011,1691,1019,0,0,2,306281.82,0,0,74528.85,231752.97,323997.5,0,171262.48,151259.29
143194.23,17798.85,0,90385.64,35009.74,0.833333333,24,20,0.688188976,635,437,0,189,0,44090.57,0.022246941,899,20,0.449388209,899,404,0.494444444,1260,623,0.133768352,1226,164,124,3,220,0,139,133,130,236,280,219,129,48,879,783,0,0.796252927,1281,1020,0.746291959,1281,956,0.057761733,277,16,384048.21,174.02,504.2,144481.91,238888.08,399285.66,504.2,194655.07,204203.95
137709.38,19787,0,90371.36,27551.02,0.681498829,427,291,0.675115207,434,293,0.176,125,22,34359.29,0.529652352,489,259,0.535787321,489,262,0.68533969,839,575,0.261363636,880,230,28,0,103,0,73,95,104,221,267,258,79,12,704,536,0,1,1,1,1,1,1,1.339181287,171,229,273628.67,174.7,0,92022.91,181431.06,254014.59,0,113825.05,140240.38
98871.21,0,0,90361.57,8509.64,0.568281938,227,129,0.561181435,237,133,0.770491803,61,47,12295,0.681978799,283,193,0.692579505,283,196,0.363387978,366,133,0.949519231,416,395,57,0,69,0,34,30,55,88,69,59,27,1,283,206,0,0.7203125,640,461,0.6734375,640,431,0,10,0,79041.98,0,0,6022.76,73019.22,133272.46,0,87503.53,45768.93
